,class,length,Diam,height,whole,shu,Vis,shell,rings
2691,1,0.55,0.44,0.16,0.991,0.348,0.168,0.375,20
2692,1,0.525,0.41,0.165,0.8005,0.2635,0.1985,0.25,13
2693,1,0.475,0.365,0.14,0.6175,0.202,0.1445,0.19,16
2694,0,0.53,0.4,0.165,0.772,0.2855,0.1975,0.23,12
2695,0,0.525,0.415,0.15,0.7155,0.2355,0.171,0.27,13
2696,0,0.53,0.425,0.13,0.717,0.2115,0.166,0.255,13
2697,0,0.465,0.39,0.11,0.6355,0.1815,0.157,0.225,13
2698,1,0.485,0.385,0.105,0.556,0.296,0.104,0.133,7
2699,0,0.515,0.395,0.14,0.686,0.281,0.1255,0.22,12
2700,0,0.555,0.44,0.155,1.016,0.4935,0.1855,0.263,10
2701,0,0.61,0.5,0.18,1.438,0.5185,0.3735,0.3345,9
2702,0,0.68,0.55,0.19,1.807,0.8225,0.3655,0.515,11
2703,1,0.69,0.55,0.195,1.777,0.769,0.38,0.4305,11
2704,1,0.695,0.55,0.205,2.173,1.133,0.4665,0.496,10
2705,0,0.72,0.575,0.195,2.1505,1.0745,0.382,0.585,10
2706,1,0.415,0.315,0.12,0.4015,0.199,0.087,0.097,8
2707,1,0.485,0.39,0.12,0.599,0.251,0.1345,0.169,8
2708,1,0.495,0.375,0.115,0.6245,0.282,0.143,0.155,6
2709,0,0.525,0.41,0.115,0.7745,0.416,0.163,0.18,7
2710,1,0.565,0.455,0.15,0.9795,0.444,0.205,0.275,8
2711,0,0.585,0.45,0.125,0.874,0.3545,0.2075,0.225,6
2712,1,0.6,0.465,0.155,1.262,0.6245,0.2455,0.33,10
2713,1,0.63,0.48,0.185,1.21,0.53,0.2555,0.322,11
2714,0,0.645,0.525,0.17,1.37,0.6135,0.283,0.34,10
2715,0,0.655,0.545,0.185,1.759,0.6865,0.313,0.547,11
2716,1,0.665,0.515,0.165,1.3855,0.621,0.302,0.3445,8
2717,0,0.67,0.52,0.195,1.8065,0.758,0.3735,0.5055,11
2718,1,0.67,0.51,0.2,1.5945,0.6705,0.3845,0.4505,10
2719,1,0.685,0.51,0.18,1.4545,0.6315,0.3105,0.3725,9
2720,1,0.7,0.6,0.23,2.003,0.8105,0.4045,0.5755,10
2721,1,0.72,0.6,0.235,2.2385,0.984,0.411,0.621,12
2722,1,0.52,0.395,0.125,0.5815,0.2565,0.1265,0.17,10
2723,0,0.555,0.43,0.14,0.7545,0.3525,0.1835,0.2015,9
2724,1,0.585,0.465,0.15,0.98,0.4315,0.2545,0.247,9
2725,0,0.585,0.46,0.15,1.0035,0.503,0.2105,0.2515,11
2726,1,0.585,0.455,0.155,1.133,0.5515,0.223,0.305,12
2727,1,0.61,0.49,0.16,1.146,0.597,0.246,0.265,8
2728,1,0.61,0.475,0.15,1.142,0.62,0.237,0.245,9
2729,1,0.615,0.53,0.17,1.12,0.5775,0.2095,0.286,9
2730,0,0.62,0.465,0.14,1.011,0.479,0.2385,0.255,8
2731,1,0.625,0.505,0.175,1.131,0.5425,0.2265,0.323,8
2732,1,0.625,0.48,0.175,1.065,0.4865,0.259,0.285,10
2733,1,0.635,0.48,0.145,1.181,0.665,0.229,0.225,10
2734,0,0.64,0.525,0.175,1.382,0.646,0.3115,0.37,9
2735,1,0.66,0.505,0.19,1.4385,0.6775,0.285,0.178,11
2736,1,0.66,0.485,0.155,1.2275,0.61,0.274,0.3,8
2737,1,0.66,0.515,0.155,1.4415,0.7055,0.3555,0.335,10
2738,0,0.68,0.55,0.175,1.473,0.713,0.282,0.4295,11
2739,0,0.69,0.58,0.195,1.658,0.708,0.3615,0.4715,10
2740,1,0.72,0.545,0.195,1.7475,0.8215,0.383,0.4705,11
2741,1,0.51,0.405,0.125,0.6925,0.327,0.155,0.1805,7
2742,0,0.575,0.45,0.12,0.9585,0.447,0.169,0.275,12
2743,0,0.575,0.46,0.165,0.9575,0.4815,0.1945,0.236,10
2744,0,0.58,0.46,0.135,0.926,0.4025,0.208,0.275,8
2745,0,0.58,0.425,0.155,0.873,0.3615,0.249,0.239,10
2746,1,0.59,0.45,0.16,0.998,0.445,0.214,0.301,9
2747,1,0.6,0.46,0.155,0.6655,0.285,0.149,0.269,11
2748,1,0.62,0.485,0.145,1.003,0.4655,0.2195,0.28,11
2749,0,0.625,0.495,0.16,1.234,0.6335,0.192,0.35,13
2750,1,0.625,0.495,0.155,1.025,0.46,0.1945,0.34,9
2751,1,0.625,0.495,0.175,1.2935,0.5805,0.317,0.355,9
2752,1,0.625,0.5,0.175,1.0565,0.4615,0.258,0.305,10
2753,1,0.625,0.47,0.145,1.7855,0.675,0.247,0.3245,13
2754,0,0.625,0.485,0.165,1.2255,0.5075,0.296,0.36,10
2755,0,0.635,0.5,0.18,1.2565,0.539,0.292,0.35,10
2756,0,0.645,0.5,0.15,1.159,0.4675,0.3355,0.31,9
2757,1,0.645,0.51,0.165,1.403,0.5755,0.2515,0.4545,11
2758,0,0.69,0.535,0.185,1.826,0.797,0.409,0.499,11
2759,0,0.695,0.56,0.185,1.7715,0.8195,0.331,0.437,10
2760,1,0.515,0.39,0.12,0.6125,0.302,0.1365,0.1415,8
2761,1,0.62,0.465,0.145,0.911,0.375,0.2145,0.278,10
2762,1,0.63,0.49,0.15,1.1955,0.5845,0.257,0.3,9
2763,0,0.63,0.515,0.16,1.336,0.553,0.3205,0.35,11
2764,0,0.64,0.49,0.18,1.36,0.653,0.347,0.305,9
2765,1,0.545,0.45,0.15,0.7805,0.3795,0.1625,0.216,8
2766,1,0.55,0.43,0.18,0.8265,0.4405,0.159,0.225,10
2767,1,0.55,0.385,0.13,0.7275,0.343,0.1625,0.19,8
2768,1,0.56,0.45,0.145,0.9355,0.425,0.1645,0.2725,11
2769,1,0.57,0.445,0.16,1.0145,0.516,0.164,0.3,10
2770,0,0.575,0.48,0.17,1.1,0.506,0.2485,0.31,10
2771,1,0.585,0.51,0.16,1.218,0.639,0.241,0.3,11
2772,1,0.59,0.45,0.155,0.874,0.369,0.2135,0.24,8
2773,1,0.6,0.47,0.13,1.0105,0.423,0.219,0.298,9
2774,1,0.61,0.365,0.155,1.0765,0.488,0.249,0.27,9
2775,1,0.615,0.475,0.205,1.337,0.5995,0.2815,0.37,11
2776,1,0.625,0.5,0.18,1.3705,0.645,0.303,0.3705,12
2777,0,0.625,0.49,0.19,1.7015,0.7465,0.4105,0.3855,11
2778,1,0.63,0.485,0.18,1.2435,0.5175,0.308,0.37,11
2779,1,0.63,0.53,0.175,1.4135,0.667,0.2945,0.3555,13
2780,0,0.635,0.485,0.155,1.073,0.467,0.1975,0.35,11
2781,0,0.635,0.5,0.175,1.477,0.684,0.3005,0.39,12
2782,1,0.635,0.5,0.18,1.2915,0.594,0.2695,0.37,9
2783,0,0.65,0.495,0.16,1.3105,0.577,0.3315,0.355,9
2784,1,0.67,0.525,0.18,1.4915,0.728,0.343,0.381,9
2785,0,0.675,0.52,0.175,1.494,0.7365,0.3055,0.37,9
2786,0,0.675,0.51,0.15,1.1965,0.475,0.304,0.386,11
2787,1,0.68,0.545,0.185,1.672,0.7075,0.364,0.48,11
2788,1,0.7,0.545,0.215,1.9125,0.8825,0.4385,0.506,10
2789,0,0.71,0.545,0.175,1.907,0.8725,0.4565,0.475,11
2790,0,0.715,0.565,0.18,1.79,0.844,0.3535,0.5385,9
2791,0,0.72,0.59,0.205,1.7495,0.7755,0.4225,0.48,11
2792,1,0.48,0.365,0.13,0.5305,0.2405,0.127,0.139,8
2793,1,0.51,0.41,0.155,1.2825,0.569,0.291,0.3795,9
2794,0,0.56,0.42,0.18,1.6645,0.7755,0.35,0.4525,9
2795,0,0.57,0.45,0.15,0.9645,0.531,0.189,0.209,9
2796,0,0.605,0.465,0.155,1.1,0.547,0.2665,0.2585,10
2797,1,0.625,0.48,0.16,1.2415,0.6575,0.2625,0.2785,9
2798,0,0.64,0.505,0.175,1.3185,0.6185,0.302,0.3315,9
2799,1,0.65,0.525,0.185,1.3455,0.586,0.278,0.3865,9
2800,1,0.35,0.265,0.09,0.197,0.073,0.0365,0.077,7
2801,1,0.55,0.42,0.145,0.7385,0.321,0.1485,0.252,11
2802,1,0.555,0.435,0.145,0.9205,0.404,0.2275,0.255,8
2803,1,0.58,0.45,0.14,0.824,0.3465,0.1765,0.263,10
2804,1,0.585,0.45,0.15,0.997,0.4055,0.283,0.251,11
2805,0,0.595,0.455,0.14,0.914,0.3895,0.2225,0.271,9
2806,0,0.6,0.5,0.17,1.13,0.4405,0.267,0.335,11
2807,0,0.615,0.495,0.155,1.0805,0.52,0.19,0.32,9
2808,1,0.63,0.505,0.155,1.105,0.492,0.226,0.325,11
2809,1,0.63,0.49,0.155,1.229,0.535,0.29,0.335,11
2810,0,0.635,0.495,0.175,1.2355,0.5205,0.3085,0.347,10
2811,0,0.645,0.535,0.19,1.2395,0.468,0.2385,0.424,10
2812,0,0.65,0.505,0.165,1.357,0.5725,0.281,0.43,11
2813,1,0.655,0.525,0.18,1.402,0.624,0.2935,0.365,13
2814,0,0.655,0.5,0.22,1.359,0.642,0.3255,0.405,13
2815,1,0.67,0.535,0.19,1.669,0.7465,0.2935,0.508,11
2816,1,0.67,0.525,0.2,1.7405,0.6205,0.297,0.657,11
2817,1,0.695,0.53,0.21,1.51,0.664,0.4095,0.385,10
2818,1,0.695,0.55,0.195,1.6645,0.727,0.36,0.445,11
2819,1,0.77,0.605,0.175,2.0505,0.8005,0.526,0.355,11
2820,1,0.475,0.37,0.11,0.4895,0.2185,0.107,0.146,8
2821,1,0.475,0.36,0.14,0.5135,0.241,0.1045,0.155,8
2822,0,0.56,0.44,0.135,0.8025,0.35,0.1615,0.259,9
2823,0,0.585,0.475,0.165,1.053,0.458,0.217,0.3,11
2824,0,0.585,0.455,0.17,0.9945,0.4255,0.263,0.2845,11
2825,1,0.385,0.255,0.1,0.3175,0.137,0.068,0.092,8
2826,1,0.5,0.38,0.125,0.577,0.269,0.1265,0.1535,9
2827,0,0.515,0.4,0.125,0.615,0.2865,0.123,0.1765,8
2828,1,0.52,0.385,0.165,0.791,0.375,0.18,0.1815,10
2829,1,0.55,0.43,0.13,0.8395,0.3155,0.1955,0.2405,10
2830,1,0.56,0.43,0.155,0.8675,0.4,0.172,0.229,8
2831,0,0.565,0.45,0.165,0.887,0.37,0.239,0.249,11
2832,1,0.59,0.44,0.135,0.966,0.439,0.2145,0.2605,10
2833,1,0.6,0.475,0.205,1.176,0.5255,0.2875,0.308,9
2834,0,0.625,0.485,0.15,1.0945,0.531,0.261,0.296,10
2835,1,0.71,0.555,0.195,1.9485,0.9455,0.3765,0.495,12
